player_id,player_name,age,nationality,height_cm,weight_kg,club_name,position,matches_played,minutes_played,goals,assists,shots_on_target,pass_accuracy,dribbles_completed,dribble_success_rate,tackles,interceptions,sprint_speed,stamina_score,overall_rating,past_injury_count,training_load_score,average_distance_covered_km,recovery_time_hours,muscle_strength_score,injury_risk_score,injury_risk_level,team_strength_rating,opponent_strength_rating,possession_pct,goals_scored_team,goals_conceded_team,match_result
11,Virgil van Dijk,20,Germany,179,80,Liverpool,Defender,45,3081,0,0,0,90.4221840478771,1,59.2759954869902,0,2,28.75802549538042,61.936143983565195,50,2,57.83154652458801,8.339492953851508,16,69.29508574889755,88.02009673693973,High,49.38407694072192,86.64338450633166,49.189844829139815,4,0,Win
12,Rúben Dias,19,Germany,200,89,Manchester City,Defender,34,2333,0,0,0,85.59759506343299,0,59.658276830127654,9,0,33.29053870019712,96.72053880217841,50,2,41.99915998407127,12.846763934521704,23,65.9764955039533,76.60107861970735,High,46.21277066609243,86.1322569801786,49.52245483679749,1,0,Win
13,Sergio Ramos,29,Brazil,185,85,Sevilla,Defender,44,3013,0,0,1,94.6124709201791,0,67.27522360591863,1,5,29.946341238333375,60.508221542403454,50,1,59.380345674407955,8.620196539726106,37,42.25735300338788,69.43143688591104,High,50.426587414745875,65.11859099860477,30.987339425026594,1,3,Loss
14,Gianluigi Donnarumma,23,Portugal,180,87,Paris Saint-Germain,Goalkeeper,12,837,0,0,0,71.42766303029553,0,58.63532061969428,0,0,33.49468930700555,47.290153751135755,50,2,70.49598806004317,11.753407267441855,28,32.638448375622126,79.07968509226704,High,50.002410950724446,56.39419970091292,65.13281220761098,0,1,Loss
15,Ederson,19,Morocco,185,85,Manchester City,Goalkeeper,9,633,0,0,0,70.60342421487113,0,62.022534628734064,1,0,31.846427014582744,78.4188321096776,50,2,70.45669307379347,10.862283971928393,55,59.99132141412299,50.498552888239445,Medium,48.36582273786362,76.85662069783196,37.34827062335312,3,2,Win
16,Alisson,18,Mexico,184,77,Liverpool,Goalkeeper,1,89,0,0,0,85.6211739727342,0,59.9010981121118,1,0,29.836854757995216,83.62216503557923,50,1,26.589273180626794,13.991247019532484,64,64.32305025157234,40.09924343170571,Medium,51.31849133686481,41.83564717415333,69.98062446861576,3,0,Win
17,Marc-André ter Stegen,29,USA,185,77,Barcelona,Goalkeeper,5,361,0,0,0,85.64699832006949,0,65.50330507388546,1,0,31.210605716446594,76.10845766244763,50,0,80.18449854984249,10.327524652349679,22,38.26109212013387,55.19190898567254,Medium,51.875140275253116,63.738450302182564,70.54121101651981,1,0,Win
18,Manuel Neuer,29,Spain,172,74,Bayern Munich,Goalkeeper,7,497,0,0,0,76.21783609120351,0,67.5125044381452,2,0,28.33127171095495,37.638580095939865,50,1,89.80323725642856,13.743720187483316,44,33.86078088484543,73.34609937132359,High,46.784880271262054,56.81616971351667,72.16550559370748,1,0,Win
19,Mohamed Salah,34,Belgium,193,67,Liverpool,Forward,35,2401,1,1,6,69.84793867874063,2,49.7341640530635,0,0,33.324758328546764,94.36022728298084,50,2,29.27088934719476,10.42268302371089,52,44.045222736015546,58.73218375428045,Medium,48.474550442867574,86.02679425512773,51.0115244551545,2,1,Win
20,Bruno Fernandes,27,USA,193,93,Manchester United,Midfielder,24,1653,1,1,4,82.95911536489584,0,56.701617139262794,4,1,32.787253483443735,85.8670563085297,50,1,51.24802142789903,12.090202945496802,51,34.10139050111026,40.10438916185216,Medium,48.4617153004254,40.600151363634126,58.854689239182214,0,4,Loss
21,Harry Kane,33,Spain,194,82,Bayern Munich,Forward,43,2945,0,0,0,76.04256912998643,7,50.00312907265302,0,0,28.29049513069998,53.01661572943203,50,0,58.381267084028956,11.86196761307137,57,33.648987345048425,62.47634001549989,Medium,48.12019379778227,67.64074378591745,63.925794003083176,2,1,Win
22,Sadio Mané,32,France,186,92,Al-Nassr,Forward,59,4033,1,0,0,86.07252584451093,2,70.36367780319355,0,0,34.892510585613564,43.84898200811975,50,3,30.11162670079348,8.518711711418955,15,58.870804912371526,100.0,High,51.6589496838635,77.03317905333131,31.55073093252328,2,3,Loss
23,Toni Kroos,32,Morocco,188,96,Real Madrid,Midfielder,46,3149,1,0,1,77.97067976440295,3,84.6679784407425,2,1,34.492929441733295,54.69434811931974,50,1,57.75380376642908,12.460194910386734,43,82.66587204866704,56.766876993073346,Medium,49.612347722454395,64.25089937620206,55.04785974987486,2,1,Win
24,Federico Valverde,36,South Korea,177,82,Real Madrid,Midfielder,39,2673,0,2,11,86.3338855400927,1,56.82553327118545,1,4,32.0673254389874,95.43069307931239,50,4,35.51441274682861,9.252005664042448,42,73.15923479815038,78.99657080101915,High,49.47097031737878,44.27015150813608,26.714895065165585,2,0,Win
25,Antonio Rudiger,29,France,189,70,Real Madrid,Defender,6,429,0,0,1,92.91099973704588,0,59.58559964055132,10,0,34.003622779295796,52.03894364913929,50,1,90.15207180715893,10.330645675117246,22,74.16188772308449,66.18663597458837,High,45.99227527118649,88.62306950139511,49.87830416943629,3,3,Draw
26,Andrew Robertson,20,Mexico,185,80,Liverpool,Defender,45,3081,0,0,0,66.35347635804378,1,82.33764028683433,7,2,32.93842684005044,82.7353112553813,50,1,53.63527563694323,12.693204482636538,28,47.05837664494,73.6860399103516,High,51.27083606041845,65.90052156880489,32.74213408101137,2,4,Loss
27,Trent Alexander-Arnold,22,Peru,180,75,Liverpool,Defender,22,1517,0,0,0,89.07379446012112,1,46.654975298690395,5,5,30.652209632328237,37.22183373976925,50,2,94.61759385100358,13.665882120083644,38,30.72177202109883,82.47006133934961,High,47.521483210293056,70.70931221595058,34.146146298104235,1,2,Loss
28,Joao Félix,36,Colombia,190,64,Chelsea,Forward,18,1245,0,0,7,89.42902951014763,0,65.7867158586372,0,0,33.401000075301816,68.45240153885037,50,1,23.48833612005997,11.358821937241933,19,59.292028437569726,84.40487523078185,High,50.119865260532656,51.830489135375366,43.25237833463008,1,0,Win
29,Luis Díaz,24,Peru,190,77,Liverpool,Forward,45,3081,0,0,0,77.98404683678953,1,64.72306839150296,1,0,29.859266203664905,80.07858921421632,50,0,29.568555827162363,11.116307006111233,32,54.513069871755874,46.82132221556872,Medium,50.55475387591638,64.1749042553402,46.62185833582515,3,2,Win
30,Cody Gakpo,26,Mexico,184,81,Liverpool,Forward,21,1449,7,0,0,84.3168182531963,3,67.02453191940575,0,0,29.75407103615935,60.45465443985423,50,0,53.2408100404911,11.0295405008819,44,91.57027495222746,32.28170390602199,Medium,52.7213171916773,61.45747459791609,56.15862122660936,1,2,Loss
31,Gavi,24,Paraguay,187,76,Barcelona,Midfielder,12,837,1,3,6,85.67784906397864,6,82.56436882930757,4,1,29.74999114656682,69.24771249109791,50,0,85.57694636989494,12.899388176187955,61,34.68126830465755,35.170038487993075,Medium,47.38235920176177,43.74479210009919,28.721420921925784,6,1,Win
32,Pedri,35,Japan,176,75,Barcelona,Midfielder,60,4101,2,1,0,88.79894230096205,2,59.39530391018219,5,1,34.57132089014631,69.17142019194247,50,0,61.64193427708823,13.958696479468582,16,80.46725598511264,78.58519363255209,High,43.960975688358346,45.308017677373364,50.18458806187223,4,2,Win
33,Florian Wirtz,21,Poland,192,70,Bayer Leverkusen,Forward,20,1381,4,0,0,66.889142262011,3,78.36540953641537,0,0,33.49153921607352,46.86265444619837,50,2,74.92574154867548,11.801546262668333,72,55.05205154249249,59.26074312779918,Medium,50.36769908950739,81.87362598093873,34.13125651265506,3,1,Win
34,Jamal Musiala,31,Sweden,177,83,Bayern Munich,Midfielder,0,21,1,2,2,74.54764991838263,1,54.60278612428715,3,0,31.898475716731447,41.92650539299511,50,4,51.767236793716066,10.271734558900341,73,83.92528878551383,64.37909958444986,Medium,53.601022363021706,51.990997610329515,53.69875875158709,2,1,Win
35,Phil Foden,35,Ecuador,179,98,Manchester City,Forward,58,3965,12,0,0,75.45527449346257,2,50.282672430761636,0,0,29.861266694190835,63.060150077537614,50,2,23.038402688599593,9.311985886298519,43,62.16901326126109,82.46461779906276,High,52.47789270587887,49.74791357493153,56.87023061305918,3,0,Win
36,Bukayo Saka,26,Peru,184,93,Arsenal,Forward,18,1245,0,1,3,93.03955858121662,3,45.34276843242963,0,0,28.334597967604246,47.25557823557135,50,1,68.58594188253487,9.192927223497225,36,83.33261755544385,48.219570974705825,Medium,50.41931883054925,65.24557256250696,52.835462827642694,2,0,Win
37,Mason Mount,19,Paraguay,191,87,Manchester United,Midfielder,60,4101,0,0,2,74.32490303082484,1,84.36962867206597,16,0,33.822306985615725,65.0671501234261,50,1,67.55010928487924,13.136906009626038,69,60.34514392994792,47.40057805019714,Medium,49.01672762873591,78.43735656812564,61.91477552391538,0,2,Loss
38,Eduardo Camavinga,32,Portugal,191,88,Real Madrid,Midfielder,59,4033,1,2,1,69.59127791491464,0,65.22343324737591,5,1,30.89242366417801,91.11792204043252,50,2,25.357102411718845,13.954112346515114,19,56.12086805396156,68.2068980826652,High,51.61424519327462,43.097325928949395,41.780462212045066,3,3,Draw
39,Aurelien Tchouameni,24,Ecuador,183,80,Real Madrid,Midfielder,32,2197,0,2,1,92.80420127330122,1,60.01509415597279,0,2,29.691095004695836,70.51148268794606,50,0,32.81611019287145,12.187942642525297,38,92.64105241094155,27.754325213543574,Low,48.05290760059106,68.84039598191279,63.25532958165655,1,2,Loss
40,Khvicha Kvaratskhelia,29,Uruguay,189,65,Napoli,Forward,3,225,7,0,3,72.40889672485463,3,76.59542951807371,0,0,32.441744533562755,69.09354381049505,50,3,55.711684916586435,13.734973695727714,37,53.975776120421656,87.40877109820273,High,50.95271553871244,45.960522142028665,46.63835408540969,2,2,Draw
41,Sergio Busquets,25,Venezuela,172,78,Barcelona,Midfielder,41,2809,0,0,3,78.4510080629473,1,55.243537049536954,2,1,28.842383081701364,41.306385098735404,50,1,53.49781908079822,10.09997319898591,51,82.3445017869941,56.3777858291812,Medium,51.010940318333255,41.82305254128092,49.20922491612984,1,1,Draw
42,Gerard Piqué,32,Spain,178,73,Barcelona,Defender,2,157,0,0,0,75.15929814343589,1,50.059210267652375,0,2,30.90136685478052,35.94776711248801,50,1,76.43131252844441,11.765571400625623,40,34.357119149911135,78.87686872642442,High,52.12041981499776,42.63719760811087,57.40510636305357,1,0,Win
43,Karim Benzema,20,Peru,179,83,Al-Ittihad,Forward,26,1789,8,0,0,73.05797484503258,0,66.37542256941053,0,0,33.828263091268695,60.71773988415493,50,0,49.05598526912625,11.070107321439753,20,34.072160172716586,74.87373071804036,High,55.51932007782216,81.70820541042207,25.917919199961197,0,0,Draw
44,Andrés Iniesta,31,Senegal,192,93,Vissel Kobe,Midfielder,51,3489,2,3,0,94.68559878502602,4,55.50289485743828,4,0,29.78362286222187,84.42458653780466,50,2,69.74751791192486,10.892108947173117,29,58.47703259088591,74.24191402356875,High,50.784831934357534,45.89862418140308,57.699711071012416,3,3,Draw
45,Antoine Griezmann,34,Denmark,188,99,Atletico Madrid,Forward,40,2741,2,0,0,93.71940839574118,5,57.72653081690617,0,0,29.537333318355362,78.35787321180555,50,2,72.8317655035818,11.79424181696252,18,68.06206127628299,74.7637373912243,High,48.982072748585004,42.2575682206146,55.92925745360577,3,2,Win
46,Ousmane Dembélé,21,Paraguay,185,82,Barcelona,Forward,34,2333,6,0,0,73.33600700431683,5,84.86690434211168,1,0,34.252866453869544,67.85636136193881,50,3,68.3752894644397,9.862032886917273,53,69.55464401077738,69.31076278912442,High,49.94885137561601,61.89499435714561,40.49235583766399,3,1,Win
47,Eden Hazard,35,Denmark,185,66,Real Madrid,Forward,27,1857,8,1,9,79.02071864994835,6,70.0594255988303,0,0,33.56651610571268,97.01840808336341,50,1,64.70941789283403,11.84373403234681,32,32.365095617417005,68.35075912625574,High,46.461848190221765,82.19967359710124,29.289714244974476,1,0,Win
48,Marco Verratti,25,Italy,194,82,Paris Saint-Germain,Midfielder,5,361,1,1,1,81.23484677301975,3,48.53947582796056,3,0,28.184685326038768,85.63661837342069,50,2,80.42626104888876,12.037169190094357,27,75.28809701028888,78.76139411330949,High,48.61057373782188,53.1204188244651,29.546772495652057,2,2,Draw
49,Georginio Wijnaldum,21,Denmark,182,82,Roma,Midfielder,5,361,0,0,0,91.42005387650445,0,60.88968525867341,4,1,29.88090515027988,57.24638812535366,50,3,69.28302301127826,13.016679999023182,14,38.44519000696257,100.0,High,49.181435123773795,61.085630876295824,71.16118734926144,0,0,Draw
50,Paul Pogba,19,Spain,174,88,Juventus,Midfielder,54,3693,2,1,4,93.42601552200335,2,59.23383644979882,2,2,29.749133471158345,74.4379133628249,50,3,82.5638259809243,12.382888510713887,43,92.09742369868191,61.95697330678732,Medium,48.95182320413082,41.99612662818756,59.463966061291856,1,0,Win
51,Ngolo Kanté,23,Argentina,191,81,Al-Ittihad,Midfielder,56,3829,1,6,1,70.3475043187389,0,81.18421012451478,12,3,30.38466774575221,59.13516701020445,50,2,67.75141450875563,9.918646778750562,21,51.68066905401193,93.20467928640366,High,50.304709744067445,62.45392570674379,31.35513068853702,1,0,Win
52,Serge Gnabry,27,Morocco,185,82,Bayern Munich,Forward,43,2945,11,0,0,82.70693592219077,1,72.81096531777668,0,0,30.406975028798055,79.40836407733264,50,0,31.922976265571698,10.704800193330563,73,46.99392704654412,18.669072623373072,Low,48.3551601352356,68.88065403185668,42.83615846544532,1,0,Win
53,Joshua Kimmich,21,Spain,190,76,Bayern Munich,Defender,22,1517,0,0,0,74.73983801555582,0,60.84942098149214,5,6,30.846378622849887,70.8919898737611,50,1,43.20840547927526,8.72226746725681,43,48.93229112900994,58.08193919040907,Medium,52.242061334648945,68.54535268760723,54.62414969507982,1,1,Draw
54,Leroy Sané,35,Venezuela,183,79,Bayern Munich,Forward,32,2197,1,1,1,70.38826216481908,4,74.40092792712682,0,0,29.320343633298418,42.2623128081561,50,1,44.77664993632781,9.543764825732628,19,90.92797362344575,82.1494400216542,High,50.00041412983639,56.62133460871826,66.77858525453243,0,2,Loss
55,Benjamin Pavard,29,Uruguay,178,86,Bayern Munich,Defender,15,1041,0,0,0,72.35914151177244,0,69.60912811200814,9,4,31.102260526012618,75.49254664982483,50,2,27.043660305267622,11.125670359649861,43,61.38467868366421,74.05945591241215,High,49.98139935772277,55.776659033156776,27.183046435650425,4,0,Win
56,Hugo Lloris,19,Sweden,186,63,Los Angeles FC,Goalkeeper,23,1585,0,0,0,92.67869447387322,0,47.268798142069514,0,0,28.206334464871134,46.4087540152815,50,1,71.92299931207776,8.60456468518715,61,58.254183788473874,64.07179731256706,Medium,49.34421056697416,45.331180946829896,36.83165657350044,3,0,Win
57,Wojciech Szczesny,27,Ecuador,184,79,Juventus,Goalkeeper,4,293,0,0,0,84.94400131601255,0,58.56523261938811,2,0,28.4935346889778,72.12246322565903,50,0,64.63333597455349,11.423637774798415,15,66.78338417749332,51.520628754556135,Medium,50.31038136771796,58.33991603231342,69.487449514769,3,1,Win
58,Jan Oblak,21,Paraguay,185,88,Atletico Madrid,Goalkeeper,40,2741,0,0,0,68.8711036343131,0,66.06077790932943,1,0,30.77015804356703,46.54278197002572,50,0,64.23161913352028,10.341674910177582,40,90.4995236976635,44.7407483913848,Medium,51.65019652933527,44.97473344364823,25.458277509190825,5,0,Win
59,Marco Asensio,31,Ivory Coast,195,96,Real Madrid,Forward,41,2809,8,0,1,66.6281355616812,0,68.86522129428565,0,0,28.60804035590328,79.9096725802301,50,6,55.8887975950621,8.20859765267143,23,50.042091090431,100.0,High,48.2657395685782,78.32979723560258,35.06995513969437,3,0,Win
60,Vinícius Sousa,33,South Korea,176,78,Benfica,Defender,12,837,0,0,0,69.24656328431318,2,78.36501732988984,5,4,28.057023737359646,48.63567044691239,50,2,60.73434701248739,10.606687289664531,64,41.75330067542853,76.31945320262221,High,48.683767021849484,88.31371488740929,72.9512087986483,3,4,Loss
61,Rafa Silva,32,Brazil,186,92,Benfica,Forward,46,3149,4,0,14,81.76120983788289,0,47.380497702558976,3,0,29.913302136661233,94.17841205066213,50,0,20.606546866448472,9.686841058694888,48,68.70691063078122,31.209929895337776,Medium,49.39254794244667,88.50372283333535,55.67009232610856,2,1,Win
62,Gonçalo Ramos,25,Senegal,178,97,Benfica,Forward,11,769,2,1,27,69.93881739696245,1,50.94690254784729,0,0,31.194155381607214,59.69200139259452,50,0,27.218605208257706,8.401864245146571,47,61.95886019871502,41.304069778926326,Medium,47.30825815305357,83.25355496876969,38.08356833187533,1,0,Win
63,Alejandro Balde,31,Denmark,165,78,Barcelona,Defender,4,293,0,0,2,69.04147192609177,0,51.03663930854119,5,2,33.54874241456238,91.80399733841172,50,3,71.25147278489789,9.76021916836919,62,34.02793725760813,62.1899396960664,Medium,48.36148428055701,70.03960746698095,28.34955471979238,1,0,Win
64,Ronald Araújo,25,Brazil,183,76,Barcelona,Defender,36,2469,0,0,0,74.14638072173621,0,84.60703174522874,6,5,28.530960900976485,77.35460568412934,50,1,39.610010480053745,9.764570742356321,30,63.92592611638368,52.11391775140719,Medium,49.04755825291068,75.043284862194,26.40956702236111,2,0,Win
65,Ansu Fati,33,Germany,184,80,Barcelona,Forward,30,2061,2,0,2,73.47191330317482,1,78.41225843433801,0,0,30.21791460555231,81.4059599351387,50,3,28.09336530309636,10.130442023626507,48,66.5571619519321,82.58156800978928,High,51.74877836142546,54.26029013402071,37.237253981846365,0,0,Draw
66,Ferran Torres,30,USA,188,81,Barcelona,Forward,27,1857,0,0,1,67.33517459331541,3,59.94538608370897,0,0,32.82137261171406,77.94370951234022,50,0,44.649144514103014,10.198849815051975,58,75.11978966156236,38.62805595201282,Medium,50.52512265800385,71.53852100863104,69.07429097944552,2,0,Win
67,Rodrygo,35,Brazil,182,91,Real Madrid,Forward,27,1857,0,0,5,77.97803977870782,0,65.13055603603257,0,0,32.46364832304013,53.948085805605494,50,1,39.08619124700161,10.578629028729466,42,94.7102351735059,56.52382702390418,Medium,50.38717982273509,62.78247747199387,45.795682714875475,4,2,Win
68,Lucas Vázquez,32,Peru,173,75,Real Madrid,Defender,29,1993,0,0,1,67.22326247901165,0,63.58899212322686,5,0,32.30928366345651,41.08297335434788,50,1,22.202934771860413,8.551748766347337,55,57.40276165255946,66.83669134878139,High,51.70179592433595,64.10086698884663,61.01666845829965,2,2,Draw
69,Dani Carvajal,30,Venezuela,178,95,Real Madrid,Defender,17,1177,0,1,0,66.1822860587117,2,68.50049917707116,1,0,28.431493184057764,96.34691883674157,50,2,50.791835248037145,8.031666693649203,37,63.163212744180825,68.35739466794143,High,49.72525642320121,77.88882801875789,70.91425176899789,3,1,Win
70,Son Heung-min,26,Japan,193,74,Tottenham Hotspur,Forward,43,2945,0,0,6,73.28258265467787,0,53.69790536030801,0,0,29.779244000139602,66.40143995780652,50,2,22.027189712666967,12.416043723198012,56,34.875150281647414,60.576136889213146,Medium,50.78092969985778,54.09591777986258,45.40202308014083,0,0,Draw
71,Erling Haaland,32,Denmark,178,70,Manchester City,Forward,26,1789,16,1,1,70.17171405007147,1,59.29932413967531,0,0,33.105982657879004,96.69239899321238,50,1,20.02931418852373,10.024078696562828,17,84.05322439205652,66.40209777814725,High,49.79355649413501,55.90198058472599,34.56386855186985,0,2,Loss
72,Declan Rice,30,Netherlands,195,86,Arsenal,Midfielder,34,2333,0,0,0,83.0757767037576,0,47.852919576512576,3,1,28.48461088021942,48.46473948762394,50,1,79.4355312990332,11.681670652744728,40,36.380126822812244,83.6740696129781,High,50.530724698799254,86.23208955643183,50.855896542845976,2,0,Win
73,Saka Bukayo,18,Australia,191,93,Arsenal,Forward,25,1721,1,1,0,78.52722014566862,0,78.07614176107874,0,0,28.686037904096594,80.05229327500558,50,2,43.622872234318855,9.842208919599114,28,90.69895144907144,74.49063293364756,High,48.83448268477684,42.811214742548614,70.40418435299273,3,1,Win
74,Ben White,24,Australia,181,83,Arsenal,Defender,56,3829,0,0,2,80.21431647921156,0,76.45171570385111,5,0,34.172057664613824,88.67662337888322,50,0,62.568978866474374,13.90512404267579,70,52.65252222851305,35.95223673323733,Medium,45.12236568344714,64.28171492066701,65.21872070688502,2,1,Win
75,Martinelli Gabriel,26,Peru,178,85,Arsenal,Forward,38,2605,4,0,3,90.29786128465292,4,64.5835038497219,0,0,30.179628095143247,90.79505734557841,50,1,42.331307712046865,9.892548225900226,31,51.9428604210478,39.0604167045731,Medium,49.731441675627394,85.64004002039309,28.29149216815769,0,1,Loss
76,Reece James,18,England,191,99,Chelsea,Defender,48,3285,0,0,0,72.56807268802538,0,51.26589513454534,7,0,34.67037219494457,60.94585349445914,50,2,89.75177728776137,11.630266415125066,53,51.359583745171136,80.43088153783567,High,52.84549627219988,70.51815039090785,59.62864000387909,1,1,Draw
77,Enzo Fernández,29,France,182,93,Chelsea,Midfielder,50,3421,0,0,0,78.65046315393343,1,75.68672561377409,0,1,32.618618909802215,63.540627540516724,50,0,74.68859236253634,9.31982749169248,57,91.78182372911519,26.57667254204163,Low,51.852430804483184,67.32035371060661,53.59487612294769,1,2,Loss
78,Conor Gallagher,25,France,173,82,Chelsea,Midfielder,59,4033,0,1,2,66.65113126678149,0,52.49401670649708,8,0,34.3662255863414,68.279879938363,50,0,47.687769317276796,11.106814270261726,58,93.70700744107425,21.025868979360034,Low,51.930794969182344,52.48720896146776,70.37315881732127,2,6,Loss
79,Moisés Caicedo,28,Netherlands,187,78,Chelsea,Midfielder,17,1177,2,0,1,72.31528189898316,1,51.10296897209515,5,0,34.01432327105098,64.922806380401,50,3,35.79701877897209,11.475984840021887,21,93.26062708895836,85.82519649049624,High,52.47226144361244,57.163774453222416,31.12407084251486,1,4,Loss
80,Jadon Sancho,36,Belgium,186,91,Manchester United,Forward,32,2197,2,0,12,69.95518998555343,6,81.85734516097813,0,0,30.96152865957538,52.840371165992266,50,1,30.335478695033174,9.09694423784418,17,75.81116475028098,65.84600646661049,High,50.17731518192287,82.60242079023465,51.70180566023283,1,3,Loss
81,Marcus Rashford,34,Norway,191,89,Manchester United,Forward,24,1653,3,2,1,72.00625405779105,2,84.78102993532133,0,0,34.69599600216512,88.98266682403289,50,1,77.1814012983719,8.741932440187995,72,37.218780384391245,41.631324075974305,Medium,50.394631414811194,67.96090658842292,68.97313467559462,2,4,Loss
82,Cristian Romero,25,Italy,186,85,Tottenham Hotspur,Defender,55,3761,0,0,1,83.09011521289735,0,77.12224871564715,9,7,33.54186569441222,47.36209607174271,50,1,53.97775680228903,13.841607740878562,59,55.11354476326445,54.38231312517895,Medium,48.7646962091313,65.737109687839,45.501189337087155,2,0,Win
83,Richarlison,20,Netherlands,180,79,Tottenham Hotspur,Forward,30,2061,5,0,2,94.61503518890613,0,57.71839326638471,0,0,31.723689891482238,67.72307355971127,50,3,37.39725341688596,13.359605691813293,43,48.80509890697971,100.0,High,49.3678542879459,44.97898567700145,49.099745886643355,1,2,Loss
84,James Maddison,20,Peru,192,81,Tottenham Hotspur,Midfielder,36,2469,5,0,2,92.5236866567304,7,82.22650015868523,1,3,29.893123298299983,60.62275803327734,50,1,88.97195534168249,11.96040279243116,13,76.0453199983678,75.98455274598113,High,51.231542299542284,40.801407822756154,28.523033883347914,0,0,Draw
85,Dusan Vlahovic,18,Poland,193,80,Juventus,Forward,58,3965,9,0,3,82.36749597778152,0,60.70796453435766,0,0,32.044150391125896,67.96540007499425,50,0,49.257229739901874,13.166325627531528,21,62.022541558158565,60.833938690658364,Medium,52.407768874337634,88.18425943435246,38.90718202244554,1,4,Loss
86,Federico Chiesa,22,Ecuador,185,79,Juventus,Forward,59,4033,5,1,1,82.6153738440709,1,64.05957589415306,0,0,30.279951345608993,81.18550683211109,50,3,60.761953639162684,8.573362237972598,48,70.07258767018936,69.86779064223913,High,49.721107448638,58.84930836434208,41.22533245844737,2,1,Win
87,Mattijs de Ligt,27,Poland,184,76,Juventus,Defender,1,89,0,0,0,72.69332052389564,3,45.40284539329133,3,1,29.9235318509526,42.00159522946137,50,5,84.33493882055586,12.376257489917263,38,30.567519922605218,100.0,High,49.09962147029718,70.16065310497521,72.25612243724434,2,1,Win
88,Juan Cuadrado,24,France,174,84,Juventus,Defender,32,2197,0,0,1,68.43518589406945,0,61.03380942613916,13,2,29.44732366848833,47.77986727476347,50,2,82.50312975781142,9.71362607215804,52,80.8861640361099,64.41919284775364,Medium,50.001055917713195,43.98575365936425,39.133368027057955,1,2,Loss
